atp,location,tournament,date,series,court,surface,round,best of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,comment,b365w,b365l,psw,psl,maxw,maxl,avgw,avgl,wta,tier,pinnacle_prob_w,pinnacle_prob_l,offer_odds_w,offer_odds_l,offer_source,market_prob_w,market_prob_l,value_edge_w,value_edge_l
3.0,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Ramos-Vinolas A.,148.0,38.0,378.0,1075.0,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.38,1.6,2.48,1.61,2.5,1.56,2.41,,,0.6078431372549019,0.39215686274509803,1.61,2.5,max,0.6211180124223602,0.4,-0.021372549019607834,-0.019607843137254943
3.0,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Bonzi B.,257.0,50.0,207.0,911.0,7.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,,,,,,,,,,
3.0,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Huesler M.A.,Rinderknech A.,55.0,45.0,846.0,947.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.3,1.62,2.16,1.77,2.3,1.8,2.14,1.69,,,0.45038167938931295,0.549618320610687,2.3,1.8,max,0.4347826086956522,0.5555555555555556,0.035877862595419696,-0.010687022900763288
3.0,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Kwon S.W.,Machac T.,84.0,115.0,626.0,500.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.93,1.96,2.0,2.19,1.87,1.92,,,0.5038560411311055,0.4961439588688946,2.0,2.19,max,0.5,0.4566210045662101,0.007712082262210984,0.0865552699228791
3.0,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Ymer M.,Ruusuvuori E.,77.0,46.0,694.0,941.0,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.74,2.21,1.83,2.25,1.73,2.09,,,0.5594936708860759,0.44050632911392407,1.83,2.25,max,0.5464480874316939,0.4444444444444444,0.023873417721518964,-0.008860759493670822
3.0,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Kubler J.,Etcheverry T.,86.0,80.0,613.0,649.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.44,2.97,1.46,3.39,1.42,2.85,,,0.673469387755102,0.32653061224489793,1.46,3.39,max,0.684931506849315,0.2949852507374631,-0.01673469387755111,0.10693877551020403
3.0,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Millman J.,32.0,148.0,1280.0,378.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.5,2.89,1.53,3.0,1.43,2.81,,,0.6583143507972666,0.34168564920273353,1.53,3.0,max,0.6535947712418301,0.3333333333333333,0.007220956719818039,0.02505694760820054
3.0,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Draper J.,Paul T.,40.0,35.0,1010.0,1185.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.88,2.04,1.88,2.1,1.81,2.0,,,0.5204081632653061,0.47959183673469385,1.88,2.1,max,0.5319148936170213,0.47619047619047616,-0.021632653061224527,0.0071428571428571175
3.0,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Khachanov K.,Huesler M.A.,20.0,55.0,1885.0,846.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.38,3.36,1.39,3.39,1.35,3.19,,,0.7088607594936709,0.29113924050632906,1.39,3.39,max,0.7194244604316548,0.2949852507374631,-0.01468354430379748,-0.013037974683544507
3.0,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Ymer M.,Mcdonald M.,77.0,63.0,694.0,775.0,3.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.73,2.1,1.68,2.33,1.74,2.33,1.68,2.19,,,0.5810473815461347,0.4189526184538654,1.74,2.33,max,0.5747126436781609,0.4291845493562232,0.011022443890274403,-0.023840399002493573
3.0,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Kwon S.W.,Carreno Busta P.,84.0,15.0,626.0,2420.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.63,1.5,2.58,1.57,2.65,1.57,2.55,1.52,,,0.3783132530120482,0.6216867469879519,2.65,1.57,max,0.37735849056603776,0.6369426751592356,0.002530120481927689,-0.023951807228915434
3.0,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Haase R.,26.0,257.0,1545.0,207.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.11,6.5,1.1,8.83,1.12,8.83,1.09,7.29,,,0.8892245720040283,0.11077542799597181,1.12,8.83,max,0.8928571428571428,0.11325028312570781,-0.004068479355488264,-0.021852970795568916
3.0,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Kubler J.,28.0,86.0,1420.0,613.0,5.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.5,1.54,2.66,1.61,2.66,1.52,2.47,,,0.6333333333333333,0.36666666666666664,1.61,2.66,max,0.6211180124223602,0.37593984962406013,0.01966666666666672,-0.024666666666666726
3.0,Adelaide,Adelaide International 2,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Kokkinakis T.,Rublev A.,110.0,6.0,522.0,3930.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.4,1.33,3.4,1.37,3.6,1.37,3.28,1.33,,,0.28721174004192873,0.7127882599580713,3.6,1.37,max,0.2777777777777778,0.7299270072992701,0.03396226415094339,-0.02348008385744227
3.0,Adelaide,Adelaide International 2,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Draper J.,Khachanov K.,40.0,20.0,1010.0,1885.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.8,1.9,1.99,2.12,2.09,1.91,1.88,,,0.5115681233933163,0.48843187660668386,2.12,2.09,max,0.4716981132075471,0.47846889952153115,0.08452442159383056,0.020822622107969257
3.0,Adelaide,Adelaide International 2,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Kwon S.W.,Ymer M.,84.0,77.0,626.0,694.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.21,1.75,2.3,1.75,2.17,1.68,,,0.44191919191919193,0.5580808080808081,2.3,1.75,max,0.4347826086956522,0.5714285714285714,0.016414141414141437,-0.023358585858585856
3.0,Adelaide,Adelaide International 2,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,Davidovich Fokina A.,26.0,32.0,1545.0,1280.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.72,2.26,1.72,2.44,1.64,2.23,,,0.5678391959798995,0.43216080402010054,1.72,2.44,max,0.5813953488372093,0.4098360655737705,-0.023316582914572836,0.054472361809045244
3.0,Adelaide,Adelaide International 2,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Kokkinakis T.,Kecmanovic M.,110.0,28.0,522.0,1420.0,6.0,3.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.62,2.3,1.72,2.26,1.74,2.38,1.65,2.22,,,0.5678391959798995,0.43216080402010054,1.74,2.38,max,0.5747126436781609,0.42016806722689076,-0.011959798994974902,0.02854271356783933
3.0,Adelaide,Adelaide International 2,2023-01-13,ATP250,Outdoor,Hard,Semifinals,3,Kwon S.W.,Draper J.,84.0,40.0,626.0,1010.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,3.2,1.36,3.27,1.39,3.32,1.42,3.07,1.37,,,0.2982832618025751,0.701716738197425,3.32,1.42,max,0.30120481927710846,0.7042253521126761,-0.009699570815450809,-0.003562231759656642
3.0,Adelaide,Adelaide International 2,2023-01-13,ATP250,Outdoor,Hard,Semifinals,3,Bautista Agut R.,Kokkinakis T.,26.0,110.0,1545.0,522.0,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.9,2.01,1.91,2.1,1.83,1.97,,,0.5140664961636828,0.48593350383631717,1.91,2.1,max,0.5235602094240838,0.47619047619047616,-0.01813299232736587,0.020460358056266115
3.0,Adelaide,Adelaide International 2,2023-01-14,ATP250,Outdoor,Hard,The Final,3,Kwon S.W.,Bautista Agut R.,84.0,26.0,626.0,1545.0,6.0,4.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.75,1.44,2.49,1.61,3.0,1.62,2.58,1.5,,,0.39268292682926825,0.6073170731707317,3.0,1.62,max,0.3333333333333333,0.6172839506172839,0.17804878048780481,-0.01614634146341465
4.0,Auckland,ASB Classic,2023-01-08,ATP250,Outdoor,Hard,1st Round,3,Lestienne C.,Cachin P.,65.0,59.0,760.0,809.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.65,2.38,1.71,2.38,1.64,2.23,,,0.5905707196029777,0.40942928039702237,1.71,2.38,max,0.5847953216374269,0.42016806722689076,0.009875930521091814,-0.02555831265508679
4.0,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Bublik A.,53.0,36.0,870.0,1130.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.28,1.69,2.28,1.8,2.13,1.7,,,0.42569269521410585,0.5743073047858943,2.28,1.8,max,0.4385964912280702,0.5555555555555556,-0.02942065491183876,0.033753148614609874
4.0,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Brooksby J.,Fognini F.,48.0,57.0,920.0,843.0,6.0,7.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,3.0,1.41,3.13,1.44,3.15,1.39,2.94,,,0.6894273127753304,0.3105726872246696,1.44,3.15,max,0.6944444444444444,0.31746031746031744,-0.007224669603524192,-0.021696035242290912
4.0,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Pannu K.,67.0,575.0,740.0,54.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.06,12.25,1.06,12.25,1.05,9.76,,,0.9203606311044328,0.07963936889556725,1.06,12.25,max,0.9433962264150942,0.08163265306122448,-0.024417731029301226,-0.024417731029301226
4.0,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Wolf J.J.,Mannarino A.,66.0,43.0,746.0,971.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.12,1.79,2.12,1.83,2.03,1.77,,,0.45780051150895135,0.5421994884910486,2.12,1.83,max,0.4716981132075471,0.5464480874316939,-0.0294629156010231,-0.0077749360613810214
4.0,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Barrere G.,Isner J.,88.0,42.0,603.0,980.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.53,2.39,1.64,2.7,1.64,2.42,1.55,,,0.4069478908188585,0.5930521091811414,2.7,1.64,max,0.37037037037037035,0.6097560975609756,0.09875930521091814,-0.027394540942928258
4.0,Auckland,ASB Classic,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Giron M.,Coria F.,60.0,76.0,796.0,695.0,6.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.14,5.5,1.23,4.66,1.25,5.5,1.19,4.71,,,0.7911714770797963,0.20882852292020376,1.25,5.5,max,0.8,0.18181818181818182,-0.011035653650254607,0.14855687606112067
4.0,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Eubanks C.,Humbert U.,123.0,108.0,462.0,523.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.14,1.78,2.24,1.81,2.1,1.72,,,0.4540816326530612,0.5459183673469388,2.24,1.81,max,0.4464285714285714,0.5524861878453039,0.017142857142857126,-0.011887755102040765
4.0,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Halys Q.,Molcan A.,64.0,54.0,771.0,850.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.44,2.99,1.44,3.25,1.39,2.93,,,0.6749435665914221,0.32505643340857787,1.44,3.25,max,0.6944444444444444,0.3076923076923077,-0.02808126410835221,0.05643340857787815
4.0,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Lehecka J.,Monteiro T.,78.0,69.0,685.0,729.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.57,2.54,1.58,2.55,1.54,2.43,,,0.6180048661800486,0.3819951338199513,1.58,2.55,max,0.6329113924050632,0.3921568627450981,-0.023552311435523166,-0.02591240875912426
4.0,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Shelton B.,Baez S.,92.0,41.0,584.0,987.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.47,2.86,1.51,3.1,1.43,2.79,,,0.6605080831408776,0.33949191685912244,1.51,3.1,max,0.6622516556291391,0.3225806451612903,-0.002632794457274823,0.05242494226327965
4.0,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Munar J.,70.0,62.0,713.0,777.0,3.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,1.73,2.1,1.78,2.15,1.81,2.21,1.75,2.06,,,0.5470737913486006,0.4529262086513995,1.81,2.21,max,0.5524861878453039,0.45248868778280543,-0.00979643765903293,0.0009669211195928451
4.0,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,2nd Round,3,Giron M.,Wolf J.J.,60.0,66.0,796.0,746.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.34,1.68,2.36,1.7,2.22,1.65,,,0.41791044776119407,0.582089552238806,2.36,1.7,max,0.42372881355932207,0.5882352941176471,-0.013731343283582054,-0.010447761194029903
4.0,Auckland,ASB Classic,2023-01-10,ATP250,Outdoor,Hard,2nd Round,3,Brooksby J.,Schwartzman D.,48.0,25.0,920.0,1550.0,6.0,1.0,,,,,,,,,1.0,0.0,Retired,1.53,2.5,1.54,2.67,1.57,2.67,1.52,2.51,,,0.6342042755344418,0.3657957244655582,1.57,2.67,max,0.6369426751592356,0.37453183520599254,-0.0042992874109263335,-0.02332541567695967
4.0,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Norrie C.,Lehecka J.,12.0,78.0,2575.0,685.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.25,4.0,1.32,3.72,1.32,4.11,1.28,3.68,,,0.7380952380952381,0.2619047619047619,1.32,4.11,max,0.7575757575757576,0.24330900243309,-0.02571428571428558,0.07642857142857151
4.0,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Gasquet R.,Sousa J.,67.0,82.0,740.0,638.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.48,2.87,1.48,3.4,1.41,2.89,,,0.6597701149425287,0.3402298850574712,1.48,3.4,max,0.6756756756756757,0.29411764705882354,-0.02354022988505755,0.15678160919540196
4.0,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Halys Q.,Shelton B.,64.0,92.0,771.0,584.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.71,2.27,1.82,2.28,1.73,2.11,,,0.5703517587939698,0.4296482412060301,1.82,2.28,max,0.5494505494505494,0.4385964912280702,0.03804020100502514,-0.02040201005025144
4.0,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Goffin D.,Eubanks C.,53.0,123.0,870.0,462.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.62,2.46,1.63,2.61,1.54,2.46,,,0.6029411764705883,0.3970588235294118,1.63,2.61,max,0.6134969325153374,0.3831417624521073,-0.01720588235294107,0.036323529411764754
4.0,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Lestienne C.,Barrere G.,65.0,88.0,760.0,603.0,1.0,6.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.91,1.91,1.91,2.0,1.92,2.0,1.86,1.93,,,0.5115089514066496,0.48849104859335046,1.92,2.0,max,0.5208333333333334,0.5,-0.01790281329923271,-0.023017902813299074
4.0,Auckland,ASB Classic,2023-01-11,ATP250,Outdoor,Hard,2nd Round,3,Djere L.,Ruud C.,70.0,3.0,713.0,5720.0,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,5.0,1.17,5.03,1.21,5.75,1.21,4.82,1.18,,,0.1939102564102564,0.8060897435897436,5.75,1.21,max,0.17391304347826086,0.8264462809917356,0.11498397435897423,-0.024631410256410247
4.0,Auckland,ASB Classic,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Norrie C.,Giron M.,12.0,60.0,2575.0,796.0,6.0,1.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.29,3.75,1.34,3.61,1.34,3.66,1.31,3.47,,,0.7292929292929292,0.27070707070707073,1.34,3.66,max,0.7462686567164178,0.27322404371584696,-0.02274747474747474,-0.009212121212121116
4.0,Auckland,ASB Classic,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Brooksby J.,Halys Q.,48.0,64.0,920.0,771.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.93,1.97,2.06,2.1,1.86,1.93,,,0.5051282051282052,0.49487179487179483,2.06,2.1,max,0.4854368932038835,0.47619047619047616,0.04056410256410281,0.03923076923076918
4.0,Auckland,ASB Classic,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Gasquet R.,Goffin D.,67.0,53.0,740.0,870.0,1.0,6.0,6.0,1.0,6.0,1.0,,,,,2.0,1.0,Completed,2.3,1.62,2.39,1.65,2.5,1.68,2.27,1.62,,,0.40841584158415845,0.5915841584158417,2.5,1.68,max,0.4,0.5952380952380952,0.02103960396039617,-0.006138613861386033
4.0,Auckland,ASB Classic,2023-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Lestienne C.,Djere L.,65.0,70.0,760.0,713.0,2.0,6.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.2,1.67,2.27,1.71,2.28,1.86,2.16,1.69,,,0.4296482412060301,0.5703517587939698,2.28,1.86,max,0.4385964912280702,0.5376344086021505,-0.02040201005025144,0.060854271356783896
4.0,Auckland,ASB Classic,2023-01-13,ATP250,Outdoor,Hard,Semifinals,3,Norrie C.,Brooksby J.,12.0,48.0,2575.0,920.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.39,3.29,1.46,3.36,1.35,3.15,,,0.7029914529914529,0.29700854700854695,1.46,3.36,max,0.684931506849315,0.2976190476190476,0.026367521367521185,-0.002051282051282244
4.0,Auckland,ASB Classic,2023-01-13,ATP250,Outdoor,Hard,Semifinals,3,Gasquet R.,Lestienne C.,67.0,65.0,740.0,760.0,,,,,,,,,,,,,Walkover,1.5,2.63,1.48,2.88,1.57,2.88,1.47,2.7,,,0.6605504587155964,0.3394495412844037,1.57,2.88,max,0.6369426751592356,0.3472222222222222,0.03706422018348632,-0.0223853211009174
4.0,Auckland,ASB Classic,2023-01-14,ATP250,Outdoor,Hard,The Final,3,Gasquet R.,Norrie C.,67.0,12.0,740.0,2575.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,3.75,1.29,4.18,1.27,4.18,1.3,3.83,1.26,,,0.23302752293577983,0.7669724770642201,4.18,1.3,max,0.23923444976076558,0.7692307692307692,-0.025944954128440334,-0.0029357798165138282
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Moutet C.,Wu Y.,62.0,114.0,790.0,494.0,6.0,4.0,5.0,7.0,6.0,2.0,4.0,6.0,7.0,5.0,3.0,2.0,Completed,2.38,1.57,2.4,1.65,2.4,1.66,2.33,1.61,,,0.40740740740740744,0.5925925925925927,2.4,1.66,max,0.4166666666666667,0.6024096385542169,-0.022222222222222143,-0.016296296296296253
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Watanuki Y.,Rinderknech A.,138.0,59.0,413.0,807.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,2.3,1.62,2.18,1.77,2.45,1.77,2.28,1.64,,,0.44810126582278476,0.5518987341772151,2.45,1.77,max,0.4081632653061224,0.5649717514124294,0.09784810126582277,-0.023139240506329206
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Van De Zandschulp B.,Ivashka I.,34.0,73.0,1205.0,705.0,6.0,3.0,3.0,6.0,7.0,5.0,6.0,3.0,,,3.0,1.0,Completed,1.36,3.2,1.47,2.91,1.52,3.3,1.39,3.03,,,0.6643835616438356,0.3356164383561644,1.52,3.3,max,0.6578947368421053,0.30303030303030304,0.009863013698630185,0.10753424657534238
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Etcheverry T.,Barrere G.,79.0,83.0,649.0,635.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,2.3,1.62,2.43,1.63,2.55,1.67,2.36,1.6,,,0.4014778325123153,0.5985221674876848,2.55,1.67,max,0.3921568627450981,0.5988023952095809,0.023768472906403826,-0.00046798029556638365
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,Edmund K.,16.0,581.0,2375.0,52.0,6.0,4.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,1.05,15.72,1.07,15.72,1.05,11.18,,,0.9373881932021466,0.0626118067978533,1.07,15.72,max,0.9345794392523364,0.06361323155216285,0.003005366726297032,-0.015742397137746056
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Cerundolo F.,Pella G.,29.0,181.0,1383.0,318.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.13,6.0,1.17,6.06,1.2,6.06,1.15,5.58,,,0.8381742738589212,0.16182572614107882,1.2,6.06,max,0.8333333333333334,0.16501650165016502,0.0058091286307053736,-0.01933609958506244
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Shang J.,Otte O.,194.0,74.0,289.0,701.0,6.0,2.0,6.0,4.0,6.0,7.0,7.0,5.0,,,3.0,1.0,Completed,2.75,1.44,2.86,1.48,3.0,1.5,2.79,1.44,,,0.34101382488479265,0.6589861751152073,3.0,1.5,max,0.3333333333333333,0.6666666666666666,0.02304147465437789,-0.011520737327189057
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Martinez P.,11.0,60.0,2860.0,801.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,1.06,13.22,1.06,13.22,1.05,10.6,,,0.9257703081232493,0.0742296918767507,1.06,13.22,max,0.9433962264150942,0.075642965204236,-0.01868347338935561,-0.01868347338935572
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Korda S.,Garin C.,31.0,87.0,1325.0,606.0,6.0,4.0,1.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.08,8.0,1.1,9.05,1.11,9.25,1.08,8.1,,,0.8916256157635467,0.1083743842364532,1.11,9.25,max,0.9009009009009008,0.10810810810810811,-0.010295566502463105,0.0024630541871919487
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Ymer M.,33.0,69.0,1212.0,751.0,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.91,1.91,2.02,1.88,2.04,2.0,1.94,1.86,,,0.48205128205128206,0.517948717948718,2.04,2.0,max,0.49019607843137253,0.5,-0.016615384615384587,0.03589743589743599
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,Lajovic D.,22.0,86.0,1830.0,626.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.08,8.0,1.09,9.82,1.1,9.82,1.08,8.01,,,0.9000916590284144,0.0999083409715857,1.1,9.82,max,0.9090909090909091,0.10183299389002036,-0.00989917506874416,-0.018900091659028395
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Griekspoor T.,Kotov P.,63.0,117.0,789.0,483.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.36,3.2,1.42,3.1,1.42,3.4,1.37,3.13,,,0.6858407079646017,0.31415929203539816,1.42,3.4,max,0.7042253521126761,0.29411764705882354,-0.02610619469026565,0.06814159292035371
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Mcdonald M.,Nakashima B.,65.0,49.0,775.0,902.0,7.0,6.0,7.0,6.0,1.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,2.5,1.53,2.59,1.56,2.72,1.6,2.54,1.52,,,0.3759036144578313,0.6240963855421686,2.72,1.6,max,0.3676470588235294,0.625,0.022457831325301214,-0.0014457831325301873
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Zapata Miralles B.,20.0,72.0,1885.0,712.0,7.0,6.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.07,9.0,1.06,13.0,1.09,13.0,1.06,9.77,,,0.9246088193456614,0.07539118065433856,1.09,13.0,max,0.9174311926605504,0.07692307692307693,0.007823613086771042,-0.019914651493598723
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,Altmaier D.,17.0,92.0,2260.0,584.0,6.0,3.0,6.0,3.0,6.0,7.0,7.0,6.0,,,3.0,1.0,Completed,1.1,7.0,1.1,8.65,1.12,8.65,1.1,7.19,,,0.8871794871794871,0.11282051282051282,1.12,8.65,max,0.8928571428571428,0.11560693641618497,-0.0063589743589743675,-0.02410256410256406
5.0,Melbourne,Australian Open,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Draper J.,2.0,38.0,5770.0,1020.0,7.0,5.0,2.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.36,3.2,1.44,3.02,1.44,3.3,1.39,3.02,,,0.6771300448430493,0.32286995515695066,1.44,3.3,max,0.6944444444444444,0.30303030303030304,-0.024932735426009045,0.06547085201793723
